domain,logo,label,error
mycricket.com,https://www.cricketwireless.com/uiassets/cricketwirelesslogo.jpg,JSONLD_LOGO_FOUND,
atdmt.com,,FAILURE,"Cannot connect to host atdmt.com:443 ssl:False [nodename nor servname provided, or not known]"
marinsoftware.com,https://cdn.prod.website-files.com/60ffbc3a211dee0d1874db96/64c96560c6f45be12aedb3f5_The_Sharper_Image-logo-white.svg,JSONLD_LOGO_FOUND,
riverbed.com,https://riverbed.com/riverbed-wp-content/uploads/2023/10/RVBD_KO_Logo_696x696.png,JSONLD_LOGO_FOUND,
bluejeans.com,,FAILURE,"Cannot connect to host bluejeans.com:443 ssl:False [nodename nor servname provided, or not known]"
directv.com,,FAILURE,
animoto.com,https://cdn.sanity.io/images/xcatvyn0/production/c46908ba92d121a390cdeeef240d17e5b70f964e-145x31.svg,JSONLD_LOGO_FOUND,
rebtel.com,https://rebtel.imgix.net/upload/v2/logo/rebtel-logo-fb.png,JSONLD_LOGO_FOUND,
mail.com,https://s.uicdn.com/mailint/10.48.0/assets/favicon.ico,FAVICON_FOUND,
mimecast.com,https://assets.mimecast.com/api/public/content/aac7c7d3363d4892b9f909aa59250d04,JSONLD_LOGO_FOUND,
megapath.com,,FAILURE,Cannot connect to host megapath.com:443 ssl:False [[SSL: DH_KEY_TOO_SMALL] dh key too small (_ssl.c:1006)]
bmc.com,,FAILURE,"Cannot connect to host bmc.com:443 ssl:False [Connect call failed ('204.74.99.100', 443)]"
neat.com,https://neat.com/_next/image,JSONLD_LOGO_FOUND,
rdio.com,,FAILURE,"Cannot connect to host rdio.com:443 ssl:False [nodename nor servname provided, or not known]"
swagbucks.com,https://static.prdg.io/dist-non-modules/images/favicon-16x16.e3a12f98b3294d7a4fa8.png,FAVICON_FOUND,
centurylink.com,,FAILURE,
skype.com,,FAILURE,
aweber.com,https://assets.aweber-static.com/www/assets/img/aw-logo.png,JSONLD_LOGO_FOUND,
weebly.com,https://cdn2.editmysite.com/images/logos/Blue-Logomark2.png,JSONLD_LOGO_FOUND,
naver.com,https://s.pstatic.net/static/www/nFavicon96.png,FAVICON_FOUND,
sproutsocial.com,https://brandfolder.sproutsocial.com/VXTUTVL1/at/8vwz9b7w83rhgfc8xvm8t8/lgo_sprout_lockup.png,JSONLD_LOGO_FOUND,
register.com,https://www.register.com/content/dam/register/favicons/apple-icon-precomposed.png,FAVICON_FOUND,
boingo.com,https://www.boingo.com/wp-content/themes/boingo-2019/img/boingo_logo.svg,JSONLD_LOGO_FOUND,
vpweb.com,https://cms.cloudinary.vpsvc.com/image/upload/f_auto/q_auto/v1732610556/digital/partners/wix/PDP-C%20New%20Design/Vista-Wix-dark_2.png,JSONLD_LOGO_FOUND,
1and1.com,https://www.ionos.com/modules/frontend-skin-thunder/img/components/header/vi-logo.png,JSONLD_LOGO_FOUND,
about.me,https://about.me/s3/h/favicon/favicon_180.60004a0b.png,FAVICON_FOUND,
live.com,https://www.microsoft.com/favicon.ico,FAVICON_FOUND,
sugarsync.com,https://sugarsync.com/assets/img/logos/bloomberg-710e916bfb.svg,JSONLD_LOGO_FOUND,
tradedoubler.com,"https://static.wixstatic.com/media/0241cd_a42b30e5d76a40659e9b77174a15a7c7~mv2.png/v1/crop/x_0,y_13,w_2400,h_2387/fill/w_52,h_52,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/hewlett-packard-logo-black-and-white.png",JSONLD_LOGO_FOUND,
nextiva.com,"https://www.nextiva.com/cdn-cgi/image/width=154,height=45,fit=cover,gravity=auto,format=auto/wp-content/uploads/2024/11/nextiva-logo.png",JSONLD_LOGO_FOUND,
dishnetwork.com,https://dish.com/content/dam/dish/navelements/dishLogo.svg,JSONLD_LOGO_FOUND,
efax.com,https://www.efax.com/wp-content/uploads/2024/03/eFax-logo.svg,JSONLD_LOGO_FOUND,
one.com,https://webapps.group-cdn.one/cdn-one/images/global/favicon/120.png,FAVICON_FOUND,
fonality.com,https://sangoma.com/wp-content/uploads/2024/05/cropped-favicon-192x192.png,FAVICON_FOUND,
mylife.com,,FAILURE,
teamtreehouse.com,https://ecs-static.teamtreehouse.com/assets/views/marketing/home/logos/mailchimplogo-b076f6f70eef0a04487ac359bb5ac946909a030629549bd83338e9b15d0309cb.png,JSONLD_LOGO_FOUND,
readytalk.com,https://www.readytalk.com/wp-content/uploads/2024/04/Readytalk_Logo_svg.svg,JSONLD_LOGO_FOUND,
kudzu.com,,FAILURE,"Cannot connect to host kudzu.com:443 ssl:False [nodename nor servname provided, or not known]"
zinio.com,https://admin-project-assets.ziniopro.com/99/20190516161716-Zinio_WebTopNavLogo.png,JSONLD_LOGO_FOUND,
ifbyphone.com,https://cdn.prod.website-files.com/5d82e225060d003d65ddae98/60a6cc41312729f2e1360120_invoca-glyph.png,FAVICON_FOUND,
semrush.com,https://www.semrush.com/__static__/semrush-logo-700.jpg,JSONLD_LOGO_FOUND,
altova.com,https://www.altova.com/images/logo.png,JSONLD_LOGO_FOUND,
android.com,https://lh3.googleusercontent.com/WyC9P3QnQMmIqp9TF5kJbNZxyX8SMhOtW9crxuClnYVeKMSPmf6qHLywz5dV0iu3SuJV_zbZlPlAIX535d5P8ht0AdHxFSfJiG3JjI1AXQ2dXpxT4g=rwa-e366-v1,JSONLD_LOGO_FOUND,
compete.com,https://files.efty.com/market/uploads/smartlanders/f1c7854c36f014676ea28fb3fc2cb56f_fav.png,FAVICON_FOUND,
jimdo.com,https://jimdo.com/icons/favicon-32x32.png,FAVICON_FOUND,
twilio.com,https://www.twilio.com/content/dam/twilio-com/core-assets/customer-logos/t-z/twilio.svg,JSONLD_LOGO_FOUND,
baidu.com,,FAILURE,
3dcart.com,https://www.shift4shop.com/images/logo.png,JSONLD_LOGO_FOUND,
headsets.com,https://cdn.shopify.com/s/files/1/0553/3171/7282/files/headsets_logo_amz.jpg,JSONLD_LOGO_FOUND,
hostway.com,https://hostway.com/wp-content/uploads/2021/03/Logo.png,JSONLD_LOGO_FOUND,
actonsoftware.com,https://act-on.com/wp-content/uploads/2020/05/act-on-logo.svg,JSONLD_LOGO_FOUND,
templatemonster.com,https://s.tmimgcdn.com/wp-content/uploads/2016/05/logo_tm_new.svg,JSONLD_LOGO_FOUND,
gazelle.com,https://buy.gazelle.com/cdn/shop/files/Gazelle_straight_R_color_RGB.svg,JSONLD_LOGO_FOUND,
globo.com,https://s2-home-globo.glbimg.com/k00Yslsf_xi-rVf050hLWS6UjQU=/0x0:3001x1688/fit-in/515x290/middle/smart/filters:strip_icc():strip_exif()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2019/R/J/MuJip4RGuCfxAVFV3yag/podcasts-3000x1688-sem-logo-15.png,JSONLD_LOGO_FOUND,
wirefly.com,https://www.wirefly.com/sites/wirefly.com/themes/wirefly/images/logo.jpg,JSONLD_LOGO_FOUND,
verizon.net,,FAILURE,Cannot connect to host verizon.net:443 ssl:False [[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1006)]
prana.com,https://www.prana.com/on/demandware.static/Sites-Prana_US-Site/-/-/images/logo-mask-1.svg,JSONLD_LOGO_FOUND,
newhaven.edu,https://newhaven.edu/_resources/images/_email/logos/unewhaven_stacked_logo_white.png,JSONLD_LOGO_FOUND,
houzz.com,https://www.houzz.com/res/29142555/pic/houzz_logo.svg,JSONLD_LOGO_FOUND,
phonepower.com,http://static2.phonepower.com/Images/voiphome/logoAmazon.gif,JSONLD_LOGO_FOUND,
bitly.com,https://docrdsfx76ssb.cloudfront.net/static/1747940496/pages/wp-content/uploads/2019/02/cropped-Logo_orange1.png,JSONLD_LOGO_FOUND,
infoblox.com,https://www.infoblox.com/wp-content/uploads/infoblox-logo-2.svg,JSONLD_LOGO_FOUND,
proofpoint.com,https://proofpoint.com/sites/default/files/misc/providence-health-services_black-cropped.svg,JSONLD_LOGO_FOUND,
rogers.com,https://www.rogers.com/app/prod/assets/i/logo.png,JSONLD_LOGO_FOUND,
rcn.com,https://rcn.com/wp-content/themes/astound/images/logos/logo-astound-white-vertical-rcn.png,JSONLD_LOGO_FOUND,
findmespot.com,https://findmespot.com/getmedia/7065a8ff-7a01-4f70-a69f-1444e4d9753f/logo_sportsmans_warehouse.png,JSONLD_LOGO_FOUND,
comm100.com,https://www.comm100.com/wp-content/uploads/2021/11/image/png/Comm100_Logo.jpg,JSONLD_LOGO_FOUND,
lifesize.com,https://www.enghousevideo.com/wp-content/uploads/2023/09/Enghouse-Video-stacked-color_trimmed-153x55-1.png,JSONLD_LOGO_FOUND,
toptenreviews.com,https://vanilla.futurecdn.net/toptenreviews/media/img/brand_logo.png,JSONLD_LOGO_FOUND,
onstar.com,https://onstar.com/content/dam/onstar/na/us/en/footer/01-images/new-images/03-images-updated/04-image-updated/cadillac-2dcrest-inv-rgb-600x400-shared.png,JSONLD_LOGO_FOUND,
pingdom.com,https://www.pingdom.com/wp-content/uploads/2023/07/SW_Logo_Division_Pingdom_Web_Orange.svg,JSONLD_LOGO_FOUND,
onecallnow.com,https://www.onsolve.com/wp-content/uploads/2021/03/OCN-Logo-Color-1.svg,JSONLD_LOGO_FOUND,
winegard.com,https://cdn11.bigcommerce.com/s-ltdyg0lu1n/images/stencil/250x63/winegard-logo_1631254366__84634.original.png,JSONLD_LOGO_FOUND,
quirky.com,https://quirky.com/wp-content/uploads/fbrfg/favicon-16x16.png,FAVICON_FOUND,
good.com,https://good.com/content/dam/bbcomv4/blackberry-com/en/homepage/secure-communications-logo-april-25.webp,JSONLD_LOGO_FOUND,
box.net,https://cdn03.boxcdn.net/sites/default/files/box_default_og_sharing_image/box-social.jpg,FAVICON_FOUND,
niu.edu,https://www.niu.edu/masterto/themes/Theme_4_0/common/images/niu-reverse-logo.svg,JSONLD_LOGO_FOUND,
tinyurl.com,https://tinyurl.com/images/header/logo.svg,JSONLD_LOGO_FOUND,
livehelpnow.net,https://livehelpnow.net/wp-content/uploads/2021/07/logomark.svg,JSONLD_LOGO_FOUND,
mophie.com,https://www.mophie.com/cdn/shop/files/mophie-wordmark-white.png,JSONLD_LOGO_FOUND,
webnode.com,https://d1rv23qj5kas56.cloudfront.net/img/favicon/favicon-16.svg,FAVICON_FOUND,
ooma.com,https://www.ooma.com/wp-content/uploads/ooma-logo.png,JSONLD_LOGO_FOUND,
comcast.net,,FAILURE,"Cannot connect to host comcast.net:443 ssl:False [Connect call failed ('96.99.227.0', 443)]"
case-mate.com,https://case-mate.com/cdn/shop/files/CM_Logo_2020_Word_1_782x.png,JSONLD_LOGO_FOUND,
stumbleupon.com,https://stumbleupon.com/images/mix_logo_white.svg,JSONLD_LOGO_FOUND,
info.com,https://info.com/wp-content/themes/unified-infocom/logo.svg,JSONLD_LOGO_FOUND,
myfax.com,https://www.myfax.com/wp-content/uploads/2022/05/myfax_logo.svg,JSONLD_LOGO_FOUND,
gazeta.pl,https://static.im-g.pl/i/hp/logo/gazeta.png,JSONLD_LOGO_FOUND,
findthebest.com,,FAILURE,"Cannot connect to host findthebest.com:443 ssl:False [nodename nor servname provided, or not known]"
spigen.com,https://www.spigen.com/cdn/shop/files/logo-spigen.svg,JSONLD_LOGO_FOUND,
pgi.com,,FAILURE,"Cannot connect to host pgi.com:443 ssl:False [nodename nor servname provided, or not known]"
cellularoutfitter.com,https://cdn.shopify.com/s/files/1/2012/3181/files/CO-logo_2020_faaead6d-f35b-4171-b54f-a6537d55632c.png,JSONLD_LOGO_FOUND,
sonyentertainmentnetwork.com,,FAILURE,
ting.com,https://ting.com/static/images/logo-ting.svg,JSONLD_LOGO_FOUND,
trumpia.com,https://rs.trumpia.com/images/favicon32.png,FAVICON_FOUND,
meraki.com,https://meraki.cisco.com/wp-content/uploads/2020/04/cisco-meraki-og-logo-655x655.jpg,JSONLD_LOGO_FOUND,
myway.com,https://myway.com/static/logos/myway.com.svg,JSONLD_LOGO_FOUND,
3dissue.com,https://static.3dissue.com/images/logos/main.jpg,JSONLD_LOGO_FOUND,
ivillage.com,https://media-cldnry.s-nbcnews.com/image/upload/v1657223867/rockcms/2022-07/TODAY-Publisher-Logo-8226ca.svg,JSONLD_LOGO_FOUND,
mxtoolbox.com,https://mxtoolbox.com/public/favicon/apple-touch-icon.png,FAVICON_FOUND,
home.pl,https://cms-assets.home.pl/api/assets/home-pl/2803e858-61a7-44d0-b590-2fadf0085b1d/,JSONLD_LOGO_FOUND,
acquia.com,https://acquia.com/sites/default/files/media/image/2025-04/University%20of%20Colorado%20Colorado%20Springs%20Logo_Customer%20Story_Home%20Page.svg,JSONLD_LOGO_FOUND,
freeconferencecall.com,https://freeconferencecall.com/react-assets/logo192.png,FAVICON_FOUND,
inbox.com,https://www.inbox.com/images/logo.png,JSONLD_LOGO_FOUND,
sakura.ne.jp,https://sakura.ne.jp/assets/images/common/logo-corporate.svg,JSONLD_LOGO_FOUND,
intercall.com,,FAILURE,"Cannot connect to host intercall.com:443 ssl:False [nodename nor servname provided, or not known]"
nifty.com,https://nifty.com/images/molecules/point/niftypointclub_logo_20220915.png,JSONLD_LOGO_FOUND,
securepaynet.net,,FAILURE,Cannot connect to host securepaynet.net:443 ssl:False [[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1006)]
tel3.com,,FAILURE,
italkbb.com,,FAILURE,[Errno 54] Connection reset by peer
motorolasolutions.com,https://www.motorolasolutions.com/content/dam/msi/assets/msisolutions2.png,JSONLD_LOGO_FOUND,
thenextweb.com,https://cdn0.tnwcdn.com/plus/img/tnw-brandmark.svg,JSONLD_LOGO_FOUND,
dogpile.com,https://dogpile.com/static/info.dogpile.com/favicon-32x32.png,FAVICON_FOUND,
cartoys.com,https://www.cartoys.com/cdn/shop/files/Layer_1.svg,JSONLD_LOGO_FOUND,
bluetooth.com,https://www.bluetooth.com/wp-content/uploads/2019/04/cropped-Bluetooth_FM_Color.png,JSONLD_LOGO_FOUND,
griffintechnology.com,https://incipio.com/cdn/shop/files/Incipio_9_2020_MAIN-LOGO_Large_1d9a004e-f9a6-4ac9-9030-b16a3cc22a8e.png,JSONLD_LOGO_FOUND,
safelinkwireless.com,,FAILURE,
webcrawler.com,,FAILURE,
viglink.com,https://www.sovrn.com/wp-content/plugins/webtoffee-gdpr-cookie-consent/public/images/logo-cookieyes.svg,JSONLD_LOGO_FOUND,
sedo.com,https://cdn.sedo.com/c7r/assets/static/images/icons/favicon-32x32.png,FAVICON_FOUND,
incredimail.com,,FAILURE,Cannot connect to host incredimail.com:443 ssl:False [[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1006)]
zimbra.com,https://www.zimbra.com/wp-content/uploads/2023/07/logo_white.png,JSONLD_LOGO_FOUND,
123contactform.com,https://www.123formbuilder.com/wp-content/uploads/2021/10/cropped-123FormBuilder-logo-27px@2x.png,JSONLD_LOGO_FOUND,
mywebsearch.com,https://www.mywebsearch.com/wp-content/uploads/sites/142/2025/04/mywebsearch.com_.svg,JSONLD_LOGO_FOUND,
credomobile.com,https://www.credomobile.com/wp-content/uploads/2022/02/logo.png,JSONLD_LOGO_FOUND,
internap.com,,FAILURE,
consolidated.com,,FAILURE,
cchgroup.com,https://cdn.wolterskluwer.io/wk/fundamentals/1.15.2/logo/assets/white-medium.svg,JSONLD_LOGO_FOUND,
lingo.com,https://www.lingo.com/wp-content/uploads/2023/04/Lingo-Logo-Co-brand-Transparent-Background.png,JSONLD_LOGO_FOUND,
adblade.com,https://adblade.com/images/design/adblade/logo.png,JSONLD_LOGO_FOUND,
phone.com,https://www.phone.com/wp-content/uploads/2022/05/phone_dot_com_OG_image.png,JSONLD_LOGO_FOUND,
dealtime.com,,FAILURE,
ucoz.com,https://ucoz.com/ucoz/v3/images/logo-ukit.png,JSONLD_LOGO_FOUND,
scorebig.com,https://www.scorebig.com/images/social-share-logo.png,JSONLD_LOGO_FOUND,
marchex.com,https://www.marchex.com/wp-content/themes/marchex/images/favicon.png,FAVICON_FOUND,
vodafone.com,https://vodafone.com/favicon/apple-touch-icon.png,FAVICON_FOUND,
brighttalk.com,https://assets.brighttalk.com/images/bt-it-logo.png,JSONLD_LOGO_FOUND,
soluto.com,https://images.ctfassets.net/16nm6vz43ids/vBQLyeP24huELLAdUjLvY/fab51f7acae51c60cc2837c23d655917/schema-asurion-logo.svg,JSONLD_LOGO_FOUND,
freewebs.com,https://cms.cloudinary.vpsvc.com/image/upload/f_auto/q_auto/v1732610556/digital/partners/wix/PDP-C%20New%20Design/Vista-Wix-dark_2.png,JSONLD_LOGO_FOUND,
softlayer.com,,FAILURE,
benchmarkemail.com,https://www.benchmarkemail.com/wp-content/uploads/2024/08/bme-logo-dark.webp,JSONLD_LOGO_FOUND,
cakemail.com,https://assets.website-files.com/607471236424c7aca15441e9/626f1d06ba1d9565e7bc61db_cakemail-wordmark%403x.png,JSONLD_LOGO_FOUND,
buuteeq.com,,FAILURE,"Cannot connect to host buuteeq.com:443 ssl:False [nodename nor servname provided, or not known]"
ebizautos.com,https://www.ebizautos.com/wp-content/uploads/2019/10/logo-ebizautos-dark.png,JSONLD_LOGO_FOUND,
liferay.com,https://www.liferay.com/o/dialect-theme/images/favicon.ico,FAVICON_FOUND,
unitrends.com,https://www.unitrends.com//favicon.png,FAVICON_FOUND,
mailjet.com,https://images.ctfassets.net/y6oq7udscnj8/34r8FUOtvd8lXdEDteTxSG/b38a5e52f36a4e5835d325bec79c4ddf/MJ-Icon.png,JSONLD_LOGO_FOUND,
demandbase.com,https://www.demandbase.com/wp-content/uploads/2024/09/img_cc_award_logo_general_2024_400px-e1726434200896.png,JSONLD_LOGO_FOUND,
thrillist.com,https://assets3.thrillist.com/v1/image/2869236,JSONLD_LOGO_FOUND,
grasshopper.com,https://logmeincdn.blob.core.windows.net/grasshoppermedia/2024-04-12--155330/images/logos/sticky-header.png,JSONLD_LOGO_FOUND,
012global.com,https://012global.com/SlicesCache/globusimLogo2.png,JSONLD_LOGO_FOUND,
digicelgroup.com,https://digicelgroup.com/en,JSONLD_LOGO_FOUND,
vibe.com,https://www.vibe.com/wp-content/themes/vip/pmc-vibe-2021/assets/build/svg/vibe-black.svg,JSONLD_LOGO_FOUND,
brighthouse.com,,FAILURE,
singtel.com,https://cdn1.singteldigital.com/content/dam/singtel/online-draft/singtel_logo_coloured.png,JSONLD_LOGO_FOUND,
localedge.com,https://localedge.com/images/logo.png,JSONLD_LOGO_FOUND,
payloadz.com,https://payloadz.com/landing/images/logo-s1-dark-2.png,JSONLD_LOGO_FOUND,
biznessapps.com,https://www.biznessapps.com/wp-content/uploads/2024/12/instantcasino_animated.svg,JSONLD_LOGO_FOUND,
chitika.com,https://www.chitika.com/content/images/2025/01/Untitled-design--49-.png,JSONLD_LOGO_FOUND,
solidsignal.com,https://www.solidsignal.com/images/solid-signal-logo.png,JSONLD_LOGO_FOUND,
twcbc.com,,FAILURE,"Cannot connect to host twcbc.com:443 ssl:False [nodename nor servname provided, or not known]"
dialmycalls.com,https://www.dialmycalls.com/wp-content/uploads/2023/07/DMCLogo-Square.png,JSONLD_LOGO_FOUND,
engadget.com,https://s.yimg.com/kw/assets/engadget-amp-proposed.png,JSONLD_LOGO_FOUND,
telstra.com.au,https://www.telstra.com.au/content/dam/tcom/lego/logo/telstra-logo-656x370.png,JSONLD_LOGO_FOUND,
kentico.com,https://res.cloudinary.com/xperience-io/image/upload/v1657635730/kentico-logo-2022_fpmnun.png,JSONLD_LOGO_FOUND,
lyris.com,,FAILURE,"Cannot connect to host lyris.com:443 ssl:False [Connect call failed ('208.66.205.223', 443)]"
vanillaforums.com,https://vanilla.higherlogic.com/wp-content/uploads/2023/08/HigherLogic_logo_stacked.png,JSONLD_LOGO_FOUND,
sailthru.com,https://localhost/content/uploads/2020/08/Sailthru_Logo_dark.png,JSONLD_LOGO_FOUND,
qq.com,https://mat1.gtimg.com/qqcdn/qqindex2021/favicon.ico,FAVICON_FOUND,
sapo.pt,https://homepagept.web.sapo.io/assets/img/homepage-sapo/logo-01.png,JSONLD_LOGO_FOUND,
listrak.com,https://cdn.prod.website-files.com/61605d613e0aad4dba52251e/61605d613e0aad2bca52290f_5db09f84c97e945186344d3d_ESPC%20light%20Grey%20400.png,JSONLD_LOGO_FOUND,
wistia.com,https://wistia.com/reno_static/images/showcaseLogos/googleanalytics.svg,JSONLD_LOGO_FOUND,
99designs.com,https://99designs.com.sg/og-image.png,JSONLD_LOGO_FOUND,
wirelessemporium.com,https://wirelessemporium.com/wp-content/uploads/2024/11/WirelessEmporium.com-Logo-1.webp,JSONLD_LOGO_FOUND,
ciena.com,https://www.ciena.com/__data/assets/git_bridge/0015/101616/build/images/logo_light.svg,JSONLD_LOGO_FOUND,
appboy.com,https://appboy.com/_next/image,JSONLD_LOGO_FOUND,
att.jobs,,FAILURE,"0, message='', url=URL('https://www.att.jobs')"
epaperflip.com,,FAILURE,"Cannot connect to host epaperflip.com:443 ssl:False [nodename nor servname provided, or not known]"
findtherightjob.com,,FAILURE,
wordstream.com,https://www.wordstream.com/wp-content/uploads/2024/10/WordStream-logo-square-yoast.png,JSONLD_LOGO_FOUND,
smtp.com,https://www.smtp.com/wp-content/uploads/2020/11/smtp-logo-fav-32x32-1.png,FAVICON_FOUND,
urbanairship.com,https://www.airship.com/wp-content/uploads/2023/10/Logo-OneFootball-MLF-London-v2.png,JSONLD_LOGO_FOUND,
